Country,Year,Month,AverageTicketPrice,Visitors
CENTRAL AFRICAN REPUBLIC,2020,SEPTEMBER,501.59,27.29
CENTRAL AFRICAN REPUBLIC,2020,OCTOBER,1286.25,65.35
CENTRAL AFRICAN REPUBLIC,2020,NOVEMBER,537.45,29.4
CENTRAL AFRICAN REPUBLIC,2020,DECEMBER,283.14,43.9
CENTRAL AFRICAN REPUBLIC,2021,JANUARY,970.94,21.69
CENTRAL AFRICAN REPUBLIC,2021,FEBRUARY,886.9,37.94
CENTRAL AFRICAN REPUBLIC,2021,MARCH,339.14,35.26
CENTRAL AFRICAN REPUBLIC,2021,APRIL,632.76,62.84
CENTRAL AFRICAN REPUBLIC,2021,MAY,759.23,66.37
CENTRAL AFRICAN REPUBLIC,2021,JUNE,1126.84,14.71
CENTRAL AFRICAN REPUBLIC,2021,SEPTEMBER,369.1,62.88
CENTRAL AFRICAN REPUBLIC,2021,OCTOBER,607.59,25.98
CENTRAL AFRICAN REPUBLIC,2021,NOVEMBER,863.26,86.94
CENTRAL AFRICAN REPUBLIC,2022,FEBRUARY,236.11,24.37
CENTRAL AFRICAN REPUBLIC,2022,MARCH,799.17,56.8
CENTRAL AFRICAN REPUBLIC,2022,APRIL,727.41,18.78
CENTRAL AFRICAN REPUBLIC,2022,JUNE,1094.79,80.22
CENTRAL AFRICAN REPUBLIC,2022,JULY,469.27,81.72
CENTRAL AFRICAN REPUBLIC,2022,SEPTEMBER,1360.41,81.35
CENTRAL AFRICAN REPUBLIC,2022,OCTOBER,402.99,9.12
CENTRAL AFRICAN REPUBLIC,2022,NOVEMBER,1223.77,74.5
CENTRAL AFRICAN REPUBLIC,2023,JANUARY,878.43,25.18
CENTRAL AFRICAN REPUBLIC,2023,FEBRUARY,577.26,14.63
CENTRAL AFRICAN REPUBLIC,2023,MAY,1150.46,76.43
CENTRAL AFRICAN REPUBLIC,2023,JUNE,558.18,13.75
CENTRAL AFRICAN REPUBLIC,2023,JULY,416.97,67.36
CENTRAL AFRICAN REPUBLIC,2023,AUGUST,323.77,89.32
CENTRAL AFRICAN REPUBLIC,2023,SEPTEMBER,415.99,27.39
CENTRAL AFRICAN REPUBLIC,2023,OCTOBER,378.11,6.34
GRENADA,2015,JANUARY,1202.82,22.85
GRENADA,2015,FEBRUARY,528.35,61.34
GRENADA,2015,MARCH,972.81,9.01
GRENADA,2015,APRIL,737.74,87.72
GRENADA,2015,MAY,552.57,17.48
GRENADA,2015,JUNE,1447.13,46.27
GRENADA,2015,JULY,1098.3,50.97
GRENADA,2015,AUGUST,884.22,53.76
GRENADA,2015,SEPTEMBER,669.48,37.4
GRENADA,2015,OCTOBER,1100.43,13.99
GRENADA,2015,DECEMBER,1418.14,9.16
GRENADA,2016,JANUARY,1367.3,66.5
GRENADA,2016,FEBRUARY,483.05,36.13
GRENADA,2016,MARCH,1491.58,20.76
GRENADA,2016,APRIL,518.07,78.87
GRENADA,2016,MAY,408.4,55.44
GRENADA,2016,JUNE,569.49,65.25
GRENADA,2016,JULY,1297.51,55.77
GRENADA,2016,SEPTEMBER,280.96,53.14
GRENADA,2016,OCTOBER,1452.45,8.48
GRENADA,2016,NOVEMBER,955.3,85.3
GRENADA,2017,JANUARY,1394.56,84.66
GRENADA,2017,FEBRUARY,1370.01,76.2
GRENADA,2017,MARCH,1328.87,54.65
GRENADA,2017,APRIL,248.68,28.99
GRENADA,2017,MAY,1316.91,76.29
GRENADA,2017,JUNE,880.37,51.35
GRENADA,2017,JULY,880.86,68.86
GRENADA,2017,AUGUST,575.45,75.28
GRENADA,2017,SEPTEMBER,493.68,46.76
GRENADA,2017,OCTOBER,323.25,68.17
GRENADA,2017,NOVEMBER,734.91,76.51
GRENADA,2017,DECEMBER,814.43,25.52
GRENADA,2018,FEBRUARY,1247.25,89.27
GRENADA,2018,MARCH,998.05,75.67
GRENADA,2018,APRIL,967.45,46.51
GRENADA,2018,MAY,780.85,19.87
GRENADA,2018,JUNE,572.5,31.98
GRENADA,2018,OCTOBER,357.22,89.17
GRENADA,2018,NOVEMBER,315.77,76.22
GRENADA,2018,DECEMBER,688.03,20.6
GRENADA,2019,FEBRUARY,774.82,12.1
GRENADA,2019,MARCH,630.39,11.7
GRENADA,2019,APRIL,735.38,68.0
GRENADA,2019,MAY,1163.23,14.54
GRENADA,2019,JUNE,998.98,70.75
GRENADA,2019,JULY,566.04,78.37
GRENADA,2019,AUGUST,823.34,20.27
GRENADA,2019,SEPTEMBER,871.55,70.14
GRENADA,2019,OCTOBER,1467.05,31.41
GRENADA,2019,NOVEMBER,1111.78,67.03
GRENADA,2019,DECEMBER,285.62,59.08
GRENADA,2020,JANUARY,510.04,33.42
GRENADA,2020,MARCH,1308.03,8.76
GRENADA,2020,APRIL,985.22,24.58
GRENADA,2020,MAY,262.03,5.74
GRENADA,2020,JUNE,1028.0,67.1
GRENADA,2020,AUGUST,1009.1,31.48
GRENADA,2020,SEPTEMBER,475.21,82.71
GRENADA,2020,OCTOBER,1052.94,59.41
GRENADA,2021,JANUARY,559.99,89.18
GRENADA,2021,FEBRUARY,1055.56,18.04
GRENADA,2021,MARCH,1360.91,53.9
GRENADA,2021,APRIL,539.3,80.77
GRENADA,2021,MAY,1116.68,51.42
GRENADA,2021,JUNE,1304.98,9.84
GRENADA,2021,JULY,986.08,4.45
GRENADA,2021,AUGUST,770.03,65.96
GRENADA,2021,SEPTEMBER,1283.44,85.88
GRENADA,2021,OCTOBER,355.54,8.5
GRENADA,2021,NOVEMBER,394.95,56.99
GRENADA,2022,JANUARY,613.1,78.92
GRENADA,2022,FEBRUARY,952.27,31.57
GRENADA,2022,MARCH,1460.73,15.43
GRENADA,2022,APRIL,996.48,26.79
GRENADA,2022,MAY,277.66,59.21
GRENADA,2022,JUNE,501.75,37.97
GRENADA,2022,JULY,1134.82,44.25
GRENADA,2022,SEPTEMBER,506.62,32.54
GRENADA,2022,OCTOBER,1471.37,29.85
GRENADA,2022,NOVEMBER,962.25,6.23
GRENADA,2022,DECEMBER,302.79,35.47
GRENADA,2023,JANUARY,1432.08,74.73
GRENADA,2023,FEBRUARY,1009.22,45.82
GRENADA,2023,MARCH,996.98,42.24
GRENADA,2023,APRIL,1207.36,2.75
GRENADA,2023,MAY,1375.37,49.49
GRENADA,2023,JULY,540.63,79.48
GRENADA,2023,SEPTEMBER,615.62,74.11
GRENADA,2023,NOVEMBER,897.12,5.39
PARAGUAY,2015,MARCH,320.73,63.84
PARAGUAY,2015,AUGUST,652.81,49.57
PARAGUAY,2015,SEPTEMBER,1377.04,69.01
PARAGUAY,2015,OCTOBER,272.42,68.86
PARAGUAY,2016,AUGUST,1123.13,67.49
PARAGUAY,2016,SEPTEMBER,834.32,25.12
PARAGUAY,2017,FEBRUARY,1013.37,80.47
PARAGUAY,2018,FEBRUARY,1470.42,86.96
PARAGUAY,2018,AUGUST,846.81,13.47
PARAGUAY,2019,MARCH,955.12,46.3
PARAGUAY,2019,APRIL,456.23,11.81
PARAGUAY,2019,MAY,1368.28,38.83
PARAGUAY,2019,SEPTEMBER,541.31,78.08
PARAGUAY,2019,NOVEMBER,211.2,5.2
PARAGUAY,2020,MAY,823.99,47.27
PARAGUAY,2020,OCTOBER,432.68,72.4
PARAGUAY,2021,MARCH,450.83,64.83
PARAGUAY,2021,AUGUST,967.23,17.74
PARAGUAY,2021,DECEMBER,476.75,3.96
PARAGUAY,2022,JUNE,618.87,12.18
PARAGUAY,2022,DECEMBER,807.85,27.47
PARAGUAY,2023,MARCH,1089.74,20.63
PARAGUAY,2023,AUGUST,982.31,75.86
PARAGUAY,2023,OCTOBER,1146.64,34.58
SLOVAKIA,2015,JANUARY,427.73,39.7
SLOVAKIA,2015,FEBRUARY,1341.53,45.72
SLOVAKIA,2015,MARCH,1361.68,58.2
SLOVAKIA,2015,APRIL,379.89,74.54
SLOVAKIA,2015,MAY,559.6,25.0
SLOVAKIA,2015,JUNE,1440.02,16.61
SLOVAKIA,2015,JULY,1239.44,31.52
SLOVAKIA,2015,AUGUST,1343.7,40.21
SLOVAKIA,2015,SEPTEMBER,598.87,4.43
SLOVAKIA,2015,OCTOBER,1439.1,2.06
SLOVAKIA,2015,NOVEMBER,1261.98,25.95
SLOVAKIA,2015,DECEMBER,635.76,61.72
SLOVAKIA,2016,JANUARY,979.53,66.49
SLOVAKIA,2016,FEBRUARY,394.05,39.92
SLOVAKIA,2016,MARCH,1296.26,65.36
SLOVAKIA,2016,APRIL,841.27,15.02
SLOVAKIA,2016,MAY,867.3,4.26
SLOVAKIA,2016,JUNE,1248.42,45.15
SLOVAKIA,2016,JULY,1216.68,11.54
SLOVAKIA,2016,AUGUST,934.93,31.21
SLOVAKIA,2016,SEPTEMBER,1140.65,23.25
SLOVAKIA,2016,OCTOBER,901.22,33.87
SLOVAKIA,2016,NOVEMBER,1149.27,45.72
SLOVAKIA,2017,JANUARY,1199.0,75.21
SLOVAKIA,2017,FEBRUARY,1147.72,61.73
SLOVAKIA,2017,MARCH,542.06,14.82
SLOVAKIA,2017,APRIL,1152.61,45.35
SLOVAKIA,2017,MAY,744.32,33.16
SLOVAKIA,2017,JULY,1145.8,83.5
SLOVAKIA,2017,AUGUST,1483.42,70.42
SLOVAKIA,2017,OCTOBER,621.35,88.83
SLOVAKIA,2017,NOVEMBER,867.59,80.96
SLOVAKIA,2017,DECEMBER,481.17,89.54
SLOVAKIA,2018,JANUARY,758.71,79.62
SLOVAKIA,2018,FEBRUARY,492.46,20.51
SLOVAKIA,2018,APRIL,650.58,17.96
SLOVAKIA,2018,JUNE,525.6,25.6
SLOVAKIA,2018,JULY,1112.99,58.79
SLOVAKIA,2018,AUGUST,1199.79,40.87
SLOVAKIA,2018,OCTOBER,966.72,78.19
SLOVAKIA,2018,NOVEMBER,1471.5,37.07
SLOVAKIA,2018,DECEMBER,1415.96,25.99
SLOVAKIA,2019,JANUARY,1076.35,27.08
SLOVAKIA,2019,FEBRUARY,814.8,52.04
SLOVAKIA,2019,MARCH,305.29,66.91
SLOVAKIA,2019,APRIL,877.54,6.64
SLOVAKIA,2019,MAY,374.79,23.24
SLOVAKIA,2019,JUNE,417.59,4.14
SLOVAKIA,2019,AUGUST,510.75,18.21
SLOVAKIA,2019,SEPTEMBER,1276.7,14.01
SLOVAKIA,2019,OCTOBER,795.3,56.37
SLOVAKIA,2019,NOVEMBER,388.61,11.83
SLOVAKIA,2019,DECEMBER,265.72,44.35
SLOVAKIA,2020,JANUARY,445.72,3.94
SLOVAKIA,2020,MARCH,335.42,55.4
SLOVAKIA,2020,APRIL,868.81,70.56
SLOVAKIA,2020,MAY,581.51,3.89
SLOVAKIA,2020,JUNE,649.23,77.27
SLOVAKIA,2020,JULY,593.13,28.34
SLOVAKIA,2020,SEPTEMBER,1241.9,3.75
SLOVAKIA,2020,OCTOBER,694.15,70.02
SLOVAKIA,2020,NOVEMBER,967.76,30.95
SLOVAKIA,2020,DECEMBER,623.18,59.55
SLOVAKIA,2021,JANUARY,1262.68,49.23
SLOVAKIA,2021,FEBRUARY,1404.88,5.28
SLOVAKIA,2021,MARCH,857.1,30.4
SLOVAKIA,2021,APRIL,618.7,66.78
SLOVAKIA,2021,JUNE,388.39,83.0
SLOVAKIA,2021,JULY,462.52,47.23
SLOVAKIA,2021,AUGUST,538.52,75.31
SLOVAKIA,2021,OCTOBER,791.77,49.56
SLOVAKIA,2021,NOVEMBER,262.05,18.46
SLOVAKIA,2021,DECEMBER,1446.0,29.9
SLOVAKIA,2022,JANUARY,544.14,77.05
SLOVAKIA,2022,MARCH,289.2,42.37
SLOVAKIA,2022,JUNE,1195.89,39.34
SLOVAKIA,2022,JULY,945.28,72.31
SLOVAKIA,2022,AUGUST,1356.93,20.0
SLOVAKIA,2022,SEPTEMBER,1084.51,59.85
SLOVAKIA,2022,OCTOBER,715.4,19.07
SLOVAKIA,2022,DECEMBER,1119.21,65.67
SLOVAKIA,2023,JANUARY,487.61,25.76
SLOVAKIA,2023,FEBRUARY,1253.11,67.43
SLOVAKIA,2023,MARCH,999.47,37.8
SLOVAKIA,2023,APRIL,1196.81,43.43
SLOVAKIA,2023,MAY,617.03,88.52
SLOVAKIA,2023,JUNE,743.95,1.94
SLOVAKIA,2023,JULY,877.86,84.59
SLOVAKIA,2023,AUGUST,1327.1,15.24
SLOVAKIA,2023,SEPTEMBER,729.94,86.76
SLOVAKIA,2023,OCTOBER,1333.5,76.09
SLOVAKIA,2023,NOVEMBER,1456.02,50.0
SLOVAKIA,2023,DECEMBER,724.39,16.93
COLOMBIA,2015,FEBRUARY,1432.29,88.23
COLOMBIA,2015,MARCH,393.67,23.86
COLOMBIA,2015,APRIL,528.6,13.08
COLOMBIA,2015,MAY,874.84,78.94
COLOMBIA,2015,JUNE,424.24,25.62
COLOMBIA,2015,JULY,556.6,30.35
COLOMBIA,2015,OCTOBER,1355.78,52.38
COLOMBIA,2015,NOVEMBER,358.67,41.95
COLOMBIA,2015,DECEMBER,781.97,7.0
COLOMBIA,2016,JANUARY,1013.81,31.71
COLOMBIA,2016,FEBRUARY,896.63,67.53
COLOMBIA,2016,APRIL,820.94,40.16
COLOMBIA,2016,MAY,670.48,51.15
COLOMBIA,2016,JUNE,1089.65,32.38
COLOMBIA,2016,JULY,785.65,31.81
COLOMBIA,2016,AUGUST,204.83,8.34
COLOMBIA,2016,SEPTEMBER,1316.53,45.92
COLOMBIA,2016,NOVEMBER,694.91,67.62
COLOMBIA,2016,DECEMBER,284.89,28.51
COLOMBIA,2017,FEBRUARY,1015.51,16.9
COLOMBIA,2017,MARCH,1024.8,13.74
COLOMBIA,2017,APRIL,526.81,29.36
COLOMBIA,2017,MAY,1155.46,36.79
COLOMBIA,2017,JUNE,390.4,23.86
COLOMBIA,2017,JULY,336.08,35.73
COLOMBIA,2017,AUGUST,1075.89,7.85
COLOMBIA,2017,SEPTEMBER,807.98,34.45
COLOMBIA,2017,OCTOBER,786.08,65.08
COLOMBIA,2017,NOVEMBER,1334.65,60.41
COLOMBIA,2018,JANUARY,501.34,58.48
COLOMBIA,2018,FEBRUARY,643.57,37.49
COLOMBIA,2018,MARCH,336.14,16.7
COLOMBIA,2018,MAY,831.95,43.62
COLOMBIA,2018,JULY,324.68,72.55
COLOMBIA,2018,AUGUST,1137.29,18.22
COLOMBIA,2018,SEPTEMBER,468.09,8.74
COLOMBIA,2018,NOVEMBER,1216.71,83.74
COLOMBIA,2018,DECEMBER,442.35,29.46
COLOMBIA,2019,MARCH,1032.54,57.78
COLOMBIA,2019,APRIL,223.41,67.06
COLOMBIA,2019,MAY,681.93,43.93
COLOMBIA,2019,JUNE,1372.67,2.4
COLOMBIA,2019,JULY,1429.83,15.25
COLOMBIA,2019,AUGUST,886.96,56.66
COLOMBIA,2019,SEPTEMBER,673.36,33.74
COLOMBIA,2019,OCTOBER,587.94,30.36
COLOMBIA,2019,DECEMBER,243.97,40.8
COLOMBIA,2020,JANUARY,299.4,26.46
COLOMBIA,2020,FEBRUARY,1252.92,71.38
COLOMBIA,2020,APRIL,917.73,20.31
COLOMBIA,2020,MAY,675.08,60.94
COLOMBIA,2020,JUNE,1434.97,80.84
COLOMBIA,2020,JULY,1392.0,75.45
COLOMBIA,2020,AUGUST,1237.04,44.57
COLOMBIA,2020,SEPTEMBER,1004.1,10.12
COLOMBIA,2020,OCTOBER,882.71,56.36
COLOMBIA,2020,NOVEMBER,952.85,67.49
COLOMBIA,2020,DECEMBER,233.39,71.07
COLOMBIA,2021,JANUARY,581.16,28.34
COLOMBIA,2021,FEBRUARY,1303.83,85.76
COLOMBIA,2021,MARCH,1012.92,5.77
COLOMBIA,2021,APRIL,1290.19,24.81
COLOMBIA,2021,JUNE,411.27,47.85
COLOMBIA,2021,JULY,503.87,9.64
COLOMBIA,2021,AUGUST,688.91,17.53
COLOMBIA,2021,SEPTEMBER,1036.68,25.59
COLOMBIA,2021,OCTOBER,751.71,70.94
COLOMBIA,2021,DECEMBER,1418.66,47.89
COLOMBIA,2022,MARCH,591.82,71.47
COLOMBIA,2022,MAY,1296.99,64.76
COLOMBIA,2022,AUGUST,669.2,10.69
COLOMBIA,2022,SEPTEMBER,367.25,46.83
COLOMBIA,2022,NOVEMBER,309.72,61.27
COLOMBIA,2023,JANUARY,381.35,73.49
COLOMBIA,2023,FEBRUARY,687.69,13.05
COLOMBIA,2023,APRIL,284.11,56.23
COLOMBIA,2023,MAY,1095.41,71.3
COLOMBIA,2023,JUNE,1470.21,29.43
COLOMBIA,2023,JULY,584.38,71.45
COLOMBIA,2023,AUGUST,475.26,60.3
COLOMBIA,2023,SEPTEMBER,1007.28,36.36
COLOMBIA,2023,NOVEMBER,690.07,83.79
COLOMBIA,2023,DECEMBER,1077.54,71.71
SRI LANKA,2015,JANUARY,486.17,67.84
SRI LANKA,2015,FEBRUARY,1264.1,68.5
SRI LANKA,2015,JUNE,712.93,60.18
SRI LANKA,2015,AUGUST,1251.54,2.02
SRI LANKA,2015,SEPTEMBER,849.19,59.68
SRI LANKA,2015,OCTOBER,976.4,56.76
SRI LANKA,2015,NOVEMBER,276.65,62.49
SRI LANKA,2015,DECEMBER,743.9,66.48
SRI LANKA,2016,APRIL,947.5,64.75
SRI LANKA,2016,MAY,1488.37,32.74
SRI LANKA,2016,JULY,271.03,27.86
SRI LANKA,2016,AUGUST,697.49,4.65
SRI LANKA,2016,OCTOBER,234.54,9.34
SRI LANKA,2016,DECEMBER,202.72,85.04
SRI LANKA,2017,JANUARY,692.69,7.35
SRI LANKA,2017,FEBRUARY,817.06,36.97
SRI LANKA,2017,MARCH,1203.5,5.35
SRI LANKA,2017,MAY,587.61,80.08
SRI LANKA,2017,JUNE,701.65,34.16
SRI LANKA,2017,JULY,810.97,35.67
SRI LANKA,2017,SEPTEMBER,280.26,22.87
SRI LANKA,2017,OCTOBER,810.13,73.57
SRI LANKA,2017,NOVEMBER,1043.6,86.27
SRI LANKA,2017,DECEMBER,329.87,46.45
SRI LANKA,2018,JANUARY,409.76,41.81
SRI LANKA,2018,FEBRUARY,609.89,32.81
SRI LANKA,2018,MARCH,894.16,3.72
SRI LANKA,2018,APRIL,1337.86,68.26
SRI LANKA,2018,MAY,261.72,80.17
SRI LANKA,2018,JUNE,794.2,2.52
SRI LANKA,2018,JULY,1031.78,15.71
SRI LANKA,2018,SEPTEMBER,1002.61,16.51
SRI LANKA,2018,OCTOBER,1212.92,83.7
SRI LANKA,2018,NOVEMBER,703.09,16.76
SRI LANKA,2018,DECEMBER,1202.99,45.14
SRI LANKA,2019,JANUARY,1170.34,30.07
SRI LANKA,2019,FEBRUARY,1360.57,30.56
SRI LANKA,2019,APRIL,1020.07,64.43
SRI LANKA,2019,MAY,767.85,1.69
SRI LANKA,2019,JUNE,979.92,12.48
SRI LANKA,2019,JULY,1012.73,19.49
SRI LANKA,2019,AUGUST,378.03,18.82
SRI LANKA,2019,SEPTEMBER,1256.16,60.38
SRI LANKA,2019,OCTOBER,783.59,75.41
SRI LANKA,2019,NOVEMBER,1471.93,79.86
SRI LANKA,2019,DECEMBER,489.1,54.13
SRI LANKA,2020,JANUARY,623.66,71.49
SRI LANKA,2020,FEBRUARY,990.99,3.86
SRI LANKA,2020,MARCH,998.06,2.71
SRI LANKA,2020,APRIL,678.95,26.67
SRI LANKA,2020,JUNE,872.07,28.71
SRI LANKA,2020,JULY,518.78,75.25
SRI LANKA,2020,AUGUST,866.59,4.17
SRI LANKA,2020,SEPTEMBER,307.64,18.56
SRI LANKA,2020,OCTOBER,422.8,34.09
SRI LANKA,2020,NOVEMBER,1458.06,64.74
SRI LANKA,2020,DECEMBER,1154.12,79.1
SRI LANKA,2021,MARCH,517.57,72.93
SRI LANKA,2021,APRIL,359.61,85.87
SRI LANKA,2021,MAY,663.89,24.05
SRI LANKA,2021,JUNE,395.14,22.55
SRI LANKA,2021,JULY,455.99,65.98
SRI LANKA,2021,SEPTEMBER,1427.38,22.16
SRI LANKA,2021,OCTOBER,530.94,81.87
SRI LANKA,2021,NOVEMBER,409.5,76.32
SRI LANKA,2021,DECEMBER,722.98,47.03
SRI LANKA,2022,JANUARY,982.61,58.03
SRI LANKA,2022,FEBRUARY,527.53,17.02
SRI LANKA,2022,APRIL,1142.2,12.02
SRI LANKA,2022,JUNE,1405.61,60.64
SRI LANKA,2022,JULY,1356.38,46.25
SRI LANKA,2022,AUGUST,436.62,71.17
SRI LANKA,2022,SEPTEMBER,1456.19,8.24
SRI LANKA,2022,DECEMBER,1209.86,62.88
SRI LANKA,2023,JANUARY,1202.07,6.77
SRI LANKA,2023,FEBRUARY,758.25,20.88
SRI LANKA,2023,MARCH,336.02,40.82
SRI LANKA,2023,APRIL,1202.63,86.19
SRI LANKA,2023,MAY,1182.48,77.73
SRI LANKA,2023,JUNE,284.21,73.42
SRI LANKA,2023,AUGUST,298.27,26.96
SRI LANKA,2023,NOVEMBER,1478.93,64.63
SRI LANKA,2023,DECEMBER,553.12,35.4
VANUATU,2015,JANUARY,302.55,34.75
VANUATU,2015,FEBRUARY,372.38,89.21
VANUATU,2015,MARCH,263.58,74.39
VANUATU,2015,APRIL,1168.68,72.79
VANUATU,2015,MAY,1434.82,89.33
VANUATU,2015,JUNE,722.97,88.4
VANUATU,2015,JULY,1411.27,74.3
VANUATU,2015,SEPTEMBER,960.33,66.79
VANUATU,2015,OCTOBER,702.42,89.96
VANUATU,2015,NOVEMBER,1214.21,37.37
VANUATU,2015,DECEMBER,451.94,85.88
VANUATU,2016,JANUARY,1452.24,35.92
VANUATU,2016,APRIL,1160.14,7.04
VANUATU,2016,MAY,516.12,14.21
VANUATU,2016,JUNE,459.01,72.48
VANUATU,2016,JULY,356.85,72.26
VANUATU,2016,AUGUST,1031.26,54.04
VANUATU,2016,OCTOBER,754.06,17.5
VANUATU,2016,NOVEMBER,426.94,73.91
VANUATU,2016,DECEMBER,944.3,69.81
VANUATU,2017,JANUARY,264.54,15.05
VANUATU,2017,FEBRUARY,1288.04,31.27
VANUATU,2017,MARCH,557.63,42.48
VANUATU,2017,APRIL,1204.0,42.91
VANUATU,2017,MAY,1471.68,87.91
VANUATU,2017,AUGUST,1049.71,70.57
VANUATU,2017,SEPTEMBER,416.41,84.94
VANUATU,2017,OCTOBER,1455.38,31.67
VANUATU,2017,NOVEMBER,620.9,25.52
VANUATU,2018,JANUARY,234.39,23.81
VANUATU,2018,MARCH,1282.91,45.16
VANUATU,2018,APRIL,296.47,58.0
VANUATU,2018,MAY,1246.29,29.93
VANUATU,2018,JULY,374.04,16.84
VANUATU,2018,AUGUST,532.97,45.26
VANUATU,2018,NOVEMBER,1222.35,35.76
VANUATU,2018,DECEMBER,604.85,57.74
VANUATU,2019,JANUARY,551.38,75.46
VANUATU,2019,FEBRUARY,328.01,44.09
VANUATU,2019,MARCH,1053.97,41.66
VANUATU,2019,APRIL,571.58,20.39
VANUATU,2019,MAY,921.54,74.1
VANUATU,2019,JUNE,513.53,18.54
VANUATU,2019,JULY,1117.94,35.77
VANUATU,2019,AUGUST,216.22,6.56
VANUATU,2019,SEPTEMBER,602.51,1.77
VANUATU,2019,OCTOBER,567.13,57.46
VANUATU,2019,NOVEMBER,1255.31,34.47
VANUATU,2019,DECEMBER,302.48,54.13
VANUATU,2020,FEBRUARY,805.36,51.66
VANUATU,2020,APRIL,935.01,5.99
VANUATU,2020,MAY,305.82,41.18
VANUATU,2020,JUNE,393.92,70.19
VANUATU,2020,JULY,1488.58,62.57
VANUATU,2020,AUGUST,526.06,11.49
VANUATU,2020,SEPTEMBER,908.08,46.75
VANUATU,2020,NOVEMBER,1334.2,69.16
VANUATU,2020,DECEMBER,1011.93,61.47
VANUATU,2021,FEBRUARY,450.47,3.49
VANUATU,2021,MARCH,1060.53,40.23
VANUATU,2021,MAY,961.27,54.64
VANUATU,2021,JULY,269.51,73.98
VANUATU,2021,AUGUST,555.46,52.41
VANUATU,2021,SEPTEMBER,859.56,9.25
VANUATU,2021,OCTOBER,794.23,85.53
VANUATU,2021,NOVEMBER,715.36,71.96
VANUATU,2021,DECEMBER,1460.4,32.28
VANUATU,2022,JANUARY,226.1,7.5
VANUATU,2022,FEBRUARY,807.1,25.82
VANUATU,2022,APRIL,1097.34,82.26
VANUATU,2022,MAY,244.84,38.29
VANUATU,2022,JUNE,607.07,23.92
VANUATU,2022,JULY,979.0,80.9
VANUATU,2022,AUGUST,732.73,64.85
VANUATU,2022,NOVEMBER,302.74,27.14
VANUATU,2022,DECEMBER,1276.05,14.24
VANUATU,2023,FEBRUARY,912.26,79.46
VANUATU,2023,MARCH,1173.51,72.51
VANUATU,2023,APRIL,735.89,57.33
VANUATU,2023,MAY,1424.84,13.42
VANUATU,2023,JUNE,468.19,1.52
VANUATU,2023,JULY,393.64,27.37
VANUATU,2023,AUGUST,317.04,77.78
VANUATU,2023,DECEMBER,450.07,8.05
AFGHANISTAN,2015,APRIL,220.1,41.52
AFGHANISTAN,2015,AUGUST,766.71,62.36
AFGHANISTAN,2015,OCTOBER,562.25,87.21
AFGHANISTAN,2016,AUGUST,413.5,62.42
AFGHANISTAN,2016,DECEMBER,1228.44,14.27
AFGHANISTAN,2017,JANUARY,1428.85,71.7
AFGHANISTAN,2017,SEPTEMBER,821.08,30.16
AFGHANISTAN,2017,OCTOBER,478.88,86.65
AFGHANISTAN,2017,NOVEMBER,1084.49,24.6
AFGHANISTAN,2018,JULY,814.87,45.27
AFGHANISTAN,2019,JANUARY,306.25,1.75
AFGHANISTAN,2019,MAY,1355.52,17.21
AFGHANISTAN,2019,SEPTEMBER,1162.53,19.24
AFGHANISTAN,2020,JULY,1263.38,43.8
AFGHANISTAN,2020,OCTOBER,1419.59,64.63
AFGHANISTAN,2021,MAY,1165.39,56.42
AFGHANISTAN,2023,FEBRUARY,909.72,41.26
AFGHANISTAN,2023,APRIL,637.8,25.07
AFGHANISTAN,2023,MAY,646.32,32.54
AFGHANISTAN,2023,JUNE,1329.31,57.59
AFGHANISTAN,2023,JULY,937.52,82.17
SRI LANKA,2015,MARCH,874.22,16.57
SRI LANKA,2015,APRIL,763.89,73.71
SRI LANKA,2015,MAY,709.48,79.85
SRI LANKA,2015,JULY,1419.16,26.42
SRI LANKA,2016,JANUARY,919.91,45.69
SRI LANKA,2016,FEBRUARY,960.25,70.94
SRI LANKA,2016,MARCH,624.0,60.78
SRI LANKA,2016,JUNE,1319.58,82.35
SRI LANKA,2016,SEPTEMBER,1112.05,12.19
SRI LANKA,2016,NOVEMBER,453.04,22.3
SRI LANKA,2017,APRIL,1150.45,3.69
SRI LANKA,2017,AUGUST,1052.95,54.46
SRI LANKA,2018,AUGUST,784.03,59.84
SRI LANKA,2019,MARCH,1084.91,33.11
SRI LANKA,2020,MAY,354.44,43.8
SRI LANKA,2021,JANUARY,210.17,33.63
SRI LANKA,2021,FEBRUARY,615.75,6.51
SRI LANKA,2021,AUGUST,1084.98,35.77
SRI LANKA,2022,MARCH,226.62,47.8
SRI LANKA,2022,MAY,227.17,67.95
SRI LANKA,2022,OCTOBER,1490.98,67.17
SRI LANKA,2022,NOVEMBER,1498.34,25.8
SRI LANKA,2023,JULY,542.13,19.02
SRI LANKA,2023,SEPTEMBER,396.39,45.95
SRI LANKA,2023,OCTOBER,353.11,68.69
GUATEMALA,2015,FEBRUARY,1203.83,21.45
GUATEMALA,2015,MARCH,1290.81,30.95
GUATEMALA,2015,APRIL,557.25,86.22
GUATEMALA,2015,MAY,1492.08,73.24
GUATEMALA,2015,JUNE,1183.03,55.05
GUATEMALA,2015,JULY,407.4,4.24
GUATEMALA,2015,AUGUST,826.01,23.33
GUATEMALA,2015,OCTOBER,913.25,71.25
GUATEMALA,2015,NOVEMBER,1002.31,9.68
GUATEMALA,2015,DECEMBER,568.83,58.15
